"gid","street_name","street_type","suburb","postcode","state","latitude","longitude","geom","delivery_id"
28086,RACECOURSE,ROAD,FLEMINGTON,"3031",VIC,-37.78801859,144.93057117,POINT (144.93057117 -37.78801859),219
322,ADAMS,LANE,PORT MELBOURNE,"3207",VIC,-37.84022203,144.94193909,POINT (144.94193909 -37.84022203),220
4249,BOURKE,STREET,MELBOURNE,"3000",VIC,-37.81440638,144.96179304,POINT (144.96179304 -37.81440638),221
13969,FLINDERS,STREET,MELBOURNE,"3000",VIC,-37.81923600,144.96227363,POINT (144.96227363 -37.819236),222
4037,BOUNDARY,ROAD,NORTH MELBOURNE,"3051",VIC,-37.79311384,144.93888394,POINT (144.93888394 -37.79311384),223
17450,IRELAND,STREET,WEST MELBOURNE,"3003",VIC,-37.80664284,144.94341294,POINT (144.94341294 -37.80664284),224
23366,MURRAY,STREET,PRAHRAN,"3181",VIC,-37.84996384,144.99841993,POINT (144.99841993 -37.84996384),225
25146,PALMERSTON,CRESCENT,SOUTH MELBOURNE,"3205",VIC,-37.83526684,144.96851293,POINT (144.96851293 -37.83526684),226
7752,CLARKE,STREET,SOUTHBANK,"3006",VIC,-37.82713118,144.95905450,POINT (144.9590545 -37.82713118),227
22178,MERINO,MEWS,KENSINGTON,"3031",VIC,-37.79348083,144.91775295,POINT (144.91775295 -37.79348083),228
24328,NOTT,STREET,PORT MELBOURNE,"3207",VIC,-37.84196964,144.93719066,POINT (144.93719066 -37.84196964),229
4172,BOURKE,STREET,DOCKLANDS,"3008",VIC,-37.81997745,144.94251075,POINT (144.94251075 -37.81997745),230
2748,BATEMAN,ROAD,KENSINGTON,"3031",VIC,-37.79562308,144.91811715,POINT (144.91811715 -37.79562308),231
17848,KELVIN,GROVE,PRAHRAN,"3181",VIC,-37.85542892,145.00959285,POINT (145.00959285 -37.85542892),232
29379,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83190869,144.94374543,POINT (144.94374543 -37.83190869),233
14159,FRANKLIN,STREET,MELBOURNE,"3000",VIC,-37.80792155,144.96200545,POINT (144.96200545 -37.80792155),234
33203,TIVOLI,ROAD,SOUTH YARRA,"3141",VIC,-37.83879112,144.99849580,POINT (144.9984958 -37.83879112),235
1733,ARTHUR,STREET,SOUTH YARRA,"3141",VIC,-37.84157358,144.99227196,POINT (144.99227196 -37.84157358),236
31224,STATION,STREET,PORT MELBOURNE,"3207",VIC,-37.83744984,144.93803494,POINT (144.93803494 -37.83744984),237
629,ALBERT,ROAD,SOUTH MELBOURNE,"3205",VIC,-37.83922558,144.96238478,POINT (144.96238478 -37.83922558),238
2928,BAY,STREET,PORT MELBOURNE,"3207",VIC,-37.83858584,144.94200194,POINT (144.94200194 -37.83858584),239
21718,MCCONNELL,STREET,KENSINGTON,"3031",VIC,-37.79376639,144.92908654,POINT (144.92908654 -37.79376639),240
14273,GARRARD,STREET,PARKVILLE,"3052",VIC,-37.77955094,144.94191160,POINT (144.9419116 -37.77955094),241
31014,STANLEY,STREET,WEST MELBOURNE,"3003",VIC,-37.81058284,144.94561994,POINT (144.94561994 -37.81058284),242
4118,BOUNDARY,STREET,PORT MELBOURNE,"3207",VIC,-37.82871427,144.94320855,POINT (144.94320855 -37.82871427),243
23195,MUNSTER,TERRACE,NORTH MELBOURNE,"3051",VIC,-37.80274332,144.94265028,POINT (144.94265028 -37.80274332),244
25592,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83633242,144.95693420,POINT (144.9569342 -37.83633242),245
13544,FISHLEY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83409384,144.95901194,POINT (144.95901194 -37.83409384),246
25268,PALMERSTON,STREET,CARLTON,"3053",VIC,-37.79625484,144.97217194,POINT (144.97217194 -37.79625484),247
25770,PARK,STREET,SOUTH YARRA,"3141",VIC,-37.83497684,144.98257693,POINT (144.98257693 -37.83497684),248
8639,COOPERS,LANE,KENSINGTON,"3031",VIC,-37.79069383,144.92386295,POINT (144.92386295 -37.79069383),249
33866,UNION,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83253564,144.95905573,POINT (144.95905573 -37.83253564),250
1939,AVOCA,STREET,SOUTH YARRA,"3141",VIC,-37.83775667,144.98874308,POINT (144.98874308 -37.83775667),251
33079,THISTLETHWAITE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83252490,144.94962533,POINT (144.94962533 -37.8325249),252
25746,PARK,STREET,SOUTH YARRA,"3141",VIC,-37.83604584,144.98235493,POINT (144.98235493 -37.83604584),253
30333,SMITH,STREET,KENSINGTON,"3031",VIC,-37.79174884,144.93378694,POINT (144.93378694 -37.79174884),254
16247,HIGH,STREET,PRAHRAN,"3181",VIC,-37.85398524,145.01049921,POINT (145.01049921 -37.85398524),255
5762,CAROLINE,STREET,SOUTH YARRA,"3141",VIC,-37.83626184,144.98865493,POINT (144.98865493 -37.83626184),256
21537,MARTIN,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83738875,144.95863439,POINT (144.95863439 -37.83738875),257
30580,SOUTH WHARF,DRIVE,DOCKLANDS,"3008",VIC,-37.82248919,144.93834307,POINT (144.93834307 -37.82248919),258
15609,HARBOUR,ESPLANADE,DOCKLANDS,"3008",VIC,-37.81982820,144.94755837,POINT (144.94755837 -37.8198282),259
34399,WALKER,STREET,PARKVILLE,"3052",VIC,-37.78394440,144.95807091,POINT (144.95807091 -37.7839444),260
11442,EASTWOOD,STREET,KENSINGTON,"3031",VIC,-37.79581284,144.93173194,POINT (144.93173194 -37.79581284),261
7067,CHURCH,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83716255,144.96135983,POINT (144.96135983 -37.83716255),262
31935,STRATHAIRD,MEWS,PORT MELBOURNE,"3207",VIC,-37.83747219,144.92782097,POINT (144.92782097 -37.83747219),263
15545,HAIG,STREET,SOUTHBANK,"3006",VIC,-37.82686811,144.95707987,POINT (144.95707987 -37.82686811),264
13616,FITZGIBBON,STREET,PARKVILLE,"3052",VIC,-37.79497584,144.95707994,POINT (144.95707994 -37.79497584),265
31911,STORY,STREET,PARKVILLE,"3052",VIC,-37.79654184,144.95485594,POINT (144.95485594 -37.79654184),266
16261,HIGH,STREET,PRAHRAN,"3181",VIC,-37.85388175,145.00970442,POINT (145.00970442 -37.85388175),267
5622,CARDIGAN,STREET,CARLTON,"3053",VIC,-37.79584275,144.96600564,POINT (144.96600564 -37.79584275),268
35290,WILLIAM,STREET,WEST MELBOURNE,"3003",VIC,-37.80649034,144.95377409,POINT (144.95377409 -37.80649034),269
34192,VICTORIA,STREET,NORTH MELBOURNE,"3051",VIC,-37.80511844,144.95107647,POINT (144.95107647 -37.80511844),270
6379,CHAPEL,STREET,SOUTH YARRA,"3141",VIC,-37.84058340,144.99519206,POINT (144.99519206 -37.8405834),271
23817,NEWMAN,STREET,KENSINGTON,"3031",VIC,-37.79519783,144.92061495,POINT (144.92061495 -37.79519783),272
8106,COLLETT,STREET,KENSINGTON,"3031",VIC,-37.79217184,144.93324194,POINT (144.93324194 -37.79217184),273
21325,MARK,STREET,NORTH MELBOURNE,"3051",VIC,-37.79327500,144.93708645,POINT (144.93708645 -37.793275),274
30197,SILVER TOP,TERRACE,CARLTON,"3053",VIC,-37.79948023,144.97087468,POINT (144.97087468 -37.79948023),275
23461,NAPIER,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83614721,144.96326470,POINT (144.9632647 -37.83614721),276
1719,ARTHUR,STREET,SOUTH YARRA,"3141",VIC,-37.84174184,144.99348393,POINT (144.99348393 -37.84174184),277
10073,DOCKLANDS,DRIVE,DOCKLANDS,"3008",VIC,-37.81331236,144.94221974,POINT (144.94221974 -37.81331236),278
29257,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83471684,144.93841694,POINT (144.93841694 -37.83471684),279
15758,HARDY,STREET,SOUTH YARRA,"3141",VIC,-37.84506684,144.98974593,POINT (144.98974593 -37.84506684),280
10933,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.79665818,144.96886793,POINT (144.96886793 -37.79665818),281
4337,BOURKE,STREET,MELBOURNE,"3000",VIC,-37.81168384,144.97118194,POINT (144.97118194 -37.81168384),282
28847,RIVER,STREET,SOUTH YARRA,"3141",VIC,-37.83666353,144.99791699,POINT (144.99791699 -37.83666353),283
16753,HOPETOUN,STREET,KENSINGTON,"3031",VIC,-37.79185683,144.92710695,POINT (144.92710695 -37.79185683),284
21681,MCALLISTER,MEWS,KENSINGTON,"3031",VIC,-37.79290364,144.92008445,POINT (144.92008445 -37.79290364),285
9430,CUNNINGHAM,STREET,SOUTH YARRA,"3141",VIC,-37.84016184,144.99699193,POINT (144.99699193 -37.84016184),286
7419,CLARENDON,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83687044,144.96276453,POINT (144.96276453 -37.83687044),287
22435,MOLESWORTH,STREET,NORTH MELBOURNE,"3051",VIC,-37.79687284,144.94747694,POINT (144.94747694 -37.79687284),288
18551,LANG,STREET,SOUTH YARRA,"3141",VIC,-37.84141884,144.98826493,POINT (144.98826493 -37.84141884),289
8217,COLLINS,STREET,MELBOURNE,"3000",VIC,-37.81849216,144.95728540,POINT (144.9572854 -37.81849216),290
1946,AVOCA,STREET,SOUTH YARRA,"3141",VIC,-37.83745074,144.98911649,POINT (144.98911649 -37.83745074),291
25413,PARK,LANE,SOUTH YARRA,"3141",VIC,-37.84450018,144.98503394,POINT (144.98503394 -37.84450018),292
16855,HOTHAM,STREET,EAST MELBOURNE,"3002",VIC,-37.81388284,144.98530993,POINT (144.98530993 -37.81388284),293
10358,DORCAS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83547709,144.95114930,POINT (144.9511493 -37.83547709),294
29633,ROYAL,PARADE,PARKVILLE,"3052",VIC,-37.79130377,144.95815479,POINT (144.95815479 -37.79130377),295
20493,LYGON,STREET,CARLTON,"3053",VIC,-37.79924684,144.96746794,POINT (144.96746794 -37.79924684),296
9166,CROMWELL,ROAD,SOUTH YARRA,"3141",VIC,-37.84534984,145.00004493,POINT (145.00004493 -37.84534984),297
12741,EVANS,STREET,PORT MELBOURNE,"3207",VIC,-37.83549284,144.93845294,POINT (144.93845294 -37.83549284),298
23318,MURRAY,STREET,PRAHRAN,"3181",VIC,-37.85042984,144.99983993,POINT (144.99983993 -37.85042984),299
11848,ELIZABETH,STREET,MELBOURNE,"3000",VIC,-37.81388165,144.96271624,POINT (144.96271624 -37.81388165),300
15490,GROSVENOR,STREET,SOUTH YARRA,"3141",VIC,-37.84431884,144.99185693,POINT (144.99185693 -37.84431884),301
20646,MACAULAY,ROAD,KENSINGTON,"3031",VIC,-37.79513722,144.93314202,POINT (144.93314202 -37.79513722),302
28095,RACECOURSE,ROAD,FLEMINGTON,"3031",VIC,-37.78796083,144.92965695,POINT (144.92965695 -37.78796083),303
27864,QUEENSBERRY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80395945,144.95594699,POINT (144.95594699 -37.80395945),304
589,ALBERT,LANE,EAST MELBOURNE,"3002",VIC,-37.80977179,144.98691796,POINT (144.98691796 -37.80977179),305
18968,LEOPOLD,STREET,SOUTH YARRA,"3141",VIC,-37.83666118,144.98299743,POINT (144.98299743 -37.83666118),306
31127,STATION,STREET,CARLTON,"3053",VIC,-37.79568184,144.97449294,POINT (144.97449294 -37.79568184),307
35113,WESTSIDE,AVENUE,PORT MELBOURNE,"3207",VIC,-37.82254741,144.91764494,POINT (144.91764494 -37.82254741),308
12047,ELM,STREET,NORTH MELBOURNE,"3051",VIC,-37.80348915,144.94601052,POINT (144.94601052 -37.80348915),309
14271,GARRARD,STREET,PARKVILLE,"3052",VIC,-37.77956705,144.94204967,POINT (144.94204967 -37.77956705),310
18172,KING,STREET,MELBOURNE,"3000",VIC,-37.81599654,144.95527419,POINT (144.95527419 -37.81599654),311
17691,JOLIMONT,ROAD,EAST MELBOURNE,"3002",VIC,-37.81779457,144.97849263,POINT (144.97849263 -37.81779457),312
24977,PACKINGTON,PLACE,PRAHRAN,"3181",VIC,-37.85567484,145.00514192,POINT (145.00514192 -37.85567484),313
2820,BATMAN,STREET,WEST MELBOURNE,"3003",VIC,-37.81019684,144.95154094,POINT (144.95154094 -37.81019684),314
1562,ARGO,STREET,SOUTH YARRA,"3141",VIC,-37.84418284,144.99024693,POINT (144.99024693 -37.84418284),315
2101,BALMORAL,STREET,SOUTH YARRA,"3141",VIC,-37.84494584,144.99112393,POINT (144.99112393 -37.84494584),316
21407,MARKET,STREET,SOUTHBANK,"3006",VIC,-37.82957884,144.95853494,POINT (144.95853494 -37.82957884),317
30903,SPRING,STREET,PORT MELBOURNE,"3207",VIC,-37.83607637,144.94553860,POINT (144.9455386 -37.83607637),318
10008,DERHAM,STREET,PORT MELBOURNE,"3207",VIC,-37.83214384,144.94069794,POINT (144.94069794 -37.83214384),319
17474,IRVING,AVENUE,PRAHRAN,"3181",VIC,-37.85913284,145.00715192,POINT (145.00715192 -37.85913284),320
32292,SWALLOW,STREET,PORT MELBOURNE,"3207",VIC,-37.83958015,144.93154400,POINT (144.931544 -37.83958015),321
4701,BRIXTON,STREET,FLEMINGTON,"3031",VIC,-37.78150283,144.92866795,POINT (144.92866795 -37.78150283),322
12291,ERROL,STREET,NORTH MELBOURNE,"3051",VIC,-37.80270221,144.94946233,POINT (144.94946233 -37.80270221),323
11022,DRYBURGH,STREET,NORTH MELBOURNE,"3051",VIC,-37.80112125,144.94355481,POINT (144.94355481 -37.80112125),324
34934,WESTBOURNE,ROAD,KENSINGTON,"3031",VIC,-37.79432483,144.92037295,POINT (144.92037295 -37.79432483),325
29708,RUSSELL,STREET,MELBOURNE,"3000",VIC,-37.81231880,144.96817127,POINT (144.96817127 -37.8123188),326
22837,MORAY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.82933639,144.96142994,POINT (144.96142994 -37.82933639),327
22995,MOTHERWELL,STREET,SOUTH YARRA,"3141",VIC,-37.84590184,145.00037993,POINT (145.00037993 -37.84590184),328
22834,MORAY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.82941206,144.96130621,POINT (144.96130621 -37.82941206),329
35343,WILLIAMS,ROAD,PRAHRAN,"3181",VIC,-37.85251784,145.00231793,POINT (145.00231793 -37.85251784),330
392,ADDERLEY,STREET,WEST MELBOURNE,"3003",VIC,-37.80844084,144.94470294,POINT (144.94470294 -37.80844084),331
27385,PROHASKY,STREET,PORT MELBOURNE,"3207",VIC,-37.83414953,144.91954314,POINT (144.91954314 -37.83414953),332
16844,HOTHAM,STREET,EAST MELBOURNE,"3002",VIC,-37.81411600,144.98365673,POINT (144.98365673 -37.814116),333
14716,GLADSTONE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83037584,144.94888894,POINT (144.94888894 -37.83037584),334
25282,PALMERSTON,STREET,CARLTON,"3053",VIC,-37.79616784,144.97128894,POINT (144.97128894 -37.79616784),335
13268,FAWKNER,STREET,SOUTH YARRA,"3141",VIC,-37.84229584,144.98951393,POINT (144.98951393 -37.84229584),336
23753,NELSON,ROAD,SOUTH MELBOURNE,"3205",VIC,-37.83479184,144.95199394,POINT (144.95199394 -37.83479184),337
8763,COURTNEY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80200562,144.95362329,POINT (144.95362329 -37.80200562),338
19612,LITTLE COLLINS,STREET,MELBOURNE,"3000",VIC,-37.81324464,144.96994745,POINT (144.96994745 -37.81324464),339
26739,PORTER,STREET,PRAHRAN,"3181",VIC,-37.84779784,144.99046393,POINT (144.99046393 -37.84779784),340
5556,CARDIGAN,STREET,CARLTON,"3053",VIC,-37.79891808,144.96499063,POINT (144.96499063 -37.79891808),341
9350,CRUIKSHANK,STREET,PORT MELBOURNE,"3207",VIC,-37.83882828,144.94624626,POINT (144.94624626 -37.83882828),342
29250,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83493235,144.93806443,POINT (144.93806443 -37.83493235),343
32333,SWANSTON,STREET,CARLTON,"3053",VIC,-37.80610378,144.96326004,POINT (144.96326004 -37.80610378),344
18468,LAMBETH,STREET,KENSINGTON,"3031",VIC,-37.79230858,144.93409599,POINT (144.93409599 -37.79230858),345
27647,PURCELL,STREET,NORTH MELBOURNE,"3051",VIC,-37.80207984,144.94896594,POINT (144.94896594 -37.80207984),346
13420,FERRARS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83543103,144.95609176,POINT (144.95609176 -37.83543103),347
16037,HEATH,STREET,PORT MELBOURNE,"3207",VIC,-37.83502651,144.94494272,POINT (144.94494272 -37.83502651),348
25736,PARK,STREET,SOUTH YARRA,"3141",VIC,-37.83641584,144.98187893,POINT (144.98187893 -37.83641584),349
31836,STOKES,STREET,PORT MELBOURNE,"3207",VIC,-37.83922188,144.93781503,POINT (144.93781503 -37.83922188),350
26150,PERCY,STREET,PRAHRAN,"3181",VIC,-37.85087540,144.99092001,POINT (144.99092001 -37.8508754),351
20452,LYGON,STREET,CARLTON,"3053",VIC,-37.80094538,144.96716044,POINT (144.96716044 -37.80094538),352
26143,PERCY,STREET,PRAHRAN,"3181",VIC,-37.85091284,144.99066593,POINT (144.99066593 -37.85091284),353
11082,DRYBURGH,STREET,NORTH MELBOURNE,"3051",VIC,-37.79501224,144.94464414,POINT (144.94464414 -37.79501224),354
16480,HIGHBURY,GROVE,PRAHRAN,"3181",VIC,-37.85581284,145.00691192,POINT (145.00691192 -37.85581284),355
1268,ALFRED,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83189588,144.95024493,POINT (144.95024493 -37.83189588),356
27677,QUEEN,STREET,MELBOURNE,"3000",VIC,-37.81771153,144.96166804,POINT (144.96166804 -37.81771153),357
23958,NEWTON,STREET,KENSINGTON,"3031",VIC,-37.79635692,144.92240435,POINT (144.92240435 -37.79635692),358
3849,BERRY,STREET,EAST MELBOURNE,"3002",VIC,-37.81880868,144.98842408,POINT (144.98842408 -37.81880868),359
3319,BEACH,STREET,PORT MELBOURNE,"3207",VIC,-37.84312784,144.93892375,POINT (144.93892375 -37.84312784),360
33868,UNIVERSITY,STREET,CARLTON,"3053",VIC,-37.79971784,144.96966994,POINT (144.96966994 -37.79971784),361
16904,HOWARD,STREET,NORTH MELBOURNE,"3051",VIC,-37.80421213,144.95367514,POINT (144.95367514 -37.80421213),362
23507,NAPIER,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83538584,144.96598793,POINT (144.96598793 -37.83538584),363
32516,SWANSTON,STREET,MELBOURNE,"3000",VIC,-37.81044289,144.96399072,POINT (144.96399072 -37.81044289),364
11133,DRYBURGH,STREET,WEST MELBOURNE,"3003",VIC,-37.80593684,144.94322794,POINT (144.94322794 -37.80593684),365
22795,MORAY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83275815,144.96356917,POINT (144.96356917 -37.83275815),366
461,AGNES,STREET,EAST MELBOURNE,"3002",VIC,-37.81741694,144.98039673,POINT (144.98039673 -37.81741694),367
15984,HAWKSBURN,ROAD,SOUTH YARRA,"3141",VIC,-37.84093684,145.00178993,POINT (145.00178993 -37.84093684),368
12010,ELM,STREET,FLEMINGTON,"3031",VIC,-37.78487183,144.92807395,POINT (144.92807395 -37.78487183),369
33637,TRIBE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83835684,144.94866794,POINT (144.94866794 -37.83835684),370
32881,THE CRESCENT,,KENSINGTON,"3031",VIC,-37.79401328,144.91826214,POINT (144.91826214 -37.79401328),371
14839,GORDON,CRESCENT,KENSINGTON,"3031",VIC,-37.79097383,144.92658595,POINT (144.92658595 -37.79097383),372
34474,WALSH,STREET,SOUTH YARRA,"3141",VIC,-37.83226295,144.98611458,POINT (144.98611458 -37.83226295),373
10628,DOW,STREET,PORT MELBOURNE,"3207",VIC,-37.84168284,144.94151894,POINT (144.94151894 -37.84168284),374
12218,EPSOM,ROAD,KENSINGTON,"3031",VIC,-37.79171383,144.92565695,POINT (144.92565695 -37.79171383),375
8920,COVENTRY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83319830,144.95626298,POINT (144.95626298 -37.8331983),376
22539,MONTAGUE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83431684,144.95248894,POINT (144.95248894 -37.83431684),377
27280,PRINCES,STREET,PORT MELBOURNE,"3207",VIC,-37.83708784,144.93896494,POINT (144.93896494 -37.83708784),378
13109,FARNHAM,STREET,FLEMINGTON,"3031",VIC,-37.78310274,144.93116335,POINT (144.93116335 -37.78310274),379
18065,KENSINGTON,ROAD,SOUTH YARRA,"3141",VIC,-37.83504284,145.00230093,POINT (145.00230093 -37.83504284),380
23270,MURPHY,STREET,SOUTH YARRA,"3141",VIC,-37.83738658,144.99063641,POINT (144.99063641 -37.83738658),381
31947,STRICKLAND,ROAD,PARKVILLE,"3052",VIC,-37.77738140,144.94172903,POINT (144.94172903 -37.7773814),382
6639,CHARLES,STREET,PRAHRAN,"3181",VIC,-37.84669184,144.98936093,POINT (144.98936093 -37.84669184),383
10484,DORCAS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83241448,144.96335252,POINT (144.96335252 -37.83241448),384
22821,MORAY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83032259,144.96187769,POINT (144.96187769 -37.83032259),385
6012,CECIL,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83301284,144.95750794,POINT (144.95750794 -37.83301284),386
15679,HARDIMAN,STREET,KENSINGTON,"3031",VIC,-37.79542584,144.93278694,POINT (144.93278694 -37.79542584),387
11246,DUNSTAN,PARADE,PORT MELBOURNE,"3207",VIC,-37.83707783,144.92097794,POINT (144.92097794 -37.83707783),388
13428,FERRARS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83478984,144.95551594,POINT (144.95551594 -37.83478984),389
25014,PAGAN,LANE,CARLTON,"3053",VIC,-37.79403783,144.97481194,POINT (144.97481194 -37.79403783),390
5563,CARDIGAN,STREET,CARLTON,"3053",VIC,-37.79828061,144.96613076,POINT (144.96613076 -37.79828061),391
15202,GRATTAN,STREET,CARLTON,"3053",VIC,-37.80049617,144.96671847,POINT (144.96671847 -37.80049617),392
30733,SPENCER,STREET,WEST MELBOURNE,"3003",VIC,-37.80716457,144.94550679,POINT (144.94550679 -37.80716457),393
6699,CHATSWORTH,ROAD,PRAHRAN,"3181",VIC,-37.85218884,145.00682792,POINT (145.00682792 -37.85218884),394
30106,SHIELDS,STREET,FLEMINGTON,"3031",VIC,-37.78583884,144.93283894,POINT (144.93283894 -37.78583884),395
10923,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.79752212,144.96932127,POINT (144.96932127 -37.79752212),396
36277,YORK,PLACE,CARLTON,"3053",VIC,-37.80022243,144.96756642,POINT (144.96756642 -37.80022243),397
32859,THE CRESCENT,,KENSINGTON,"3031",VIC,-37.79470283,144.91879895,POINT (144.91879895 -37.79470283),398
21798,MCCONNELL,STREET,KENSINGTON,"3031",VIC,-37.79079583,144.92878295,POINT (144.92878295 -37.79079583),399
8258,COLLINS,STREET,MELBOURNE,"3000",VIC,-37.81692800,144.96233702,POINT (144.96233702 -37.816928),400
32617,TENNYSON,STREET,KENSINGTON,"3031",VIC,-37.79901883,144.92799694,POINT (144.92799694 -37.79901883),401
29416,ROSSLYN,STREET,WEST MELBOURNE,"3003",VIC,-37.81056097,144.94622795,POINT (144.94622795 -37.81056097),402
30356,SMITH,STREET,KENSINGTON,"3031",VIC,-37.79150784,144.93458294,POINT (144.93458294 -37.79150784),403
11009,DRYBURGH,STREET,NORTH MELBOURNE,"3051",VIC,-37.80141684,144.94350094,POINT (144.94350094 -37.80141684),404
31408,ST EDMONDS,ROAD,PRAHRAN,"3181",VIC,-37.85113801,144.99145655,POINT (144.99145655 -37.85113801),405
21607,MASON,STREET,SOUTH YARRA,"3141",VIC,-37.83614975,144.98074546,POINT (144.98074546 -37.83614975),406
34761,WELLINGTON,PARADE,EAST MELBOURNE,"3002",VIC,-37.81736234,144.98099801,POINT (144.98099801 -37.81736234),407
19894,LITTLE TRIBE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83897724,144.94856894,POINT (144.94856894 -37.83897724),408
23307,MURRAY,STREET,PRAHRAN,"3181",VIC,-37.85054784,145.00041593,POINT (145.00041593 -37.85054784),409
34070,VICTORIA,STREET,CARLTON,"3053",VIC,-37.80632196,144.96191382,POINT (144.96191382 -37.80632196),410
18146,KING,STREET,MELBOURNE,"3000",VIC,-37.81992281,144.95708240,POINT (144.9570824 -37.81992281),411
7163,CITY,ROAD,SOUTHBANK,"3006",VIC,-37.82125766,144.96607606,POINT (144.96607606 -37.82125766),412
18613,LANGFORD,STREET,NORTH MELBOURNE,"3051",VIC,-37.79602652,144.93692853,POINT (144.93692853 -37.79602652),413
6828,CHETWYND,STREET,NORTH MELBOURNE,"3051",VIC,-37.80411943,144.95270554,POINT (144.95270554 -37.80411943),414
16237,HIGH,STREET,PRAHRAN,"3181",VIC,-37.85401749,145.01078573,POINT (145.01078573 -37.85401749),415
20261,LOTHIAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.80211784,144.94441294,POINT (144.94441294 -37.80211784),416
4015,BOND,STREET,SOUTH YARRA,"3141",VIC,-37.84086184,144.99471193,POINT (144.99471193 -37.84086184),417
25193,PALMERSTON,PLACE,CARLTON,"3053",VIC,-37.79559984,144.96552394,POINT (144.96552394 -37.79559984),418
21336,MARKET,STREET,KENSINGTON,"3031",VIC,-37.79097383,144.92559795,POINT (144.92559795 -37.79097383),419
9082,CROCKFORD,STREET,PORT MELBOURNE,"3207",VIC,-37.83460484,144.94643094,POINT (144.94643094 -37.83460484),420
